transaction_id,card_number,bin,bin_country,card_type,card_brand,cardholder_name,issuing_bank,transaction_amount,transaction_currency,transaction_local_date,transmission_date_and_time,merchant_category_code,merchant_name,merchant_city,merchant_country,acquiring_country,authorization_code,transaction_fee,pos_entry_mode,transaction_status,channel,motif_rejet,cvv_validation,expiration_date_valid,is_ecommerce,is_domestic,ip_address,user_agent,customer_city,customer_phone,device_id,merchant_id,terminal_id,risk_score,is_fraud
800,4315266898499727,431526,France,Credit,Amex,Zineb Bennani,Al Barid Bank,24.54,MAD,2025-01-19,2025-01-19T21:07:20,5541,Bijouterie L'Or,Marrakech,Maroc,Philippines,135086,18.14,EMV,approved,ATM,none,valid,False,False,False,0.0.0.0,N/A,Tetouan,0669759640,DEV-617,MID-1374,TERM-99568,0.833374089021074,0
801,4006471079142904,400647,Chine,Debit,MasterCard,Youssef El Hariri,Banque Populaire,45.73,MAD,2025-01-22,2025-01-22T10:16:07,5812,BIM Store,Marrakech,Maroc,Maroc,297669,11.22,MANUAL,approved,ATM,none,invalid,True,False,False,0.0.0.0,N/A,Oujda,0609195368,DEV-836,MID-1381,TERM-60446,0.9552860268222684,0
802,4771787824394403,477178,Maroc,Credit,Amex,Mehdi Melian,Attijariwafa Bank,128.14,MAD,2025-01-09,2025-01-09T22:41:59,5094,BIM Store,Unknown,France,Maroc,335908,20.14,FALLBACK,approved,POS,none,invalid,True,False,True,0.0.0.0,N/A,Tanger,0625460251,DEV-380,MID-4539,TERM-90040,0.6804265706862516,0
803,4226498084426229,422649,Maroc,Prepaid,Discover,Fatima Bennani,BMCE Bank,34.63,MAD,2025-01-23,2025-01-23T18:52:10,6011,BIM Store,Unknown,Sri Lanka,République Dominicaine,000000,3.3,MAGSTRIPE,declined,ATM,Bad Cvv2/Cvc2,invalid,True,False,False,0.0.0.0,N/A,Rabat,0770913782,DEV-595,MID-3495,TERM-45477,0.8797551229361549,0
804,4731721281286076,473172,Chine,Prepaid,MasterCard,Sara Alaoui,Crédit du Maroc,146.25,MAD,2025-01-22,2025-01-22T11:41:45,5541,Electro Planet,Tanger,Maroc,Maroc,285183,30.47,MANUAL,approved,ECOM,none,not_checked,True,True,False,192.151.107.23,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Rabat,0692677455,DEV-780,MID-6743,TERM-48618,0.9657752446594606,0
805,4016942204268638,401694,Maroc,Debit,Discover,Zineb Alaoui,BMCI,10.0,MAD,2025-01-31,2025-01-31T19:28:34,4814,Bijouterie L'Or,Unknown,Espagne,Indonésie,516536,25.06,EMV,approved,ECOM,none,invalid,False,True,False,201.23.136.87,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Meknès,0690592084,DEV-442,MID-4312,TERM-49331,0.8133268526548931,0
806,4445343327446655,444534,Maroc,Debit,Visa,Aya El Hariri,CIH Bank,29.1,MAD,2025-01-15,2025-01-15T04:39:03,3000,Carrefour Market,Unknown,Colombie,Colombie,000000,1.13,FALLBACK,declined,POS,Bad Cvv2/Cvc2,invalid,True,False,False,0.0.0.0,N/A,Tetouan,0622871011,DEV-738,MID-8858,TERM-94262,0.9225401366261647,0
807,4384686047228011,438468,Maroc,Prepaid,Amex,Aya Tahiri,Banque Populaire,113.53,MAD,2025-01-15,2025-01-15T18:47:30,6011,Carrefour Market,Fès,Maroc,Maroc,802053,19.18,MAGSTRIPE,approved,POS,none,not_checked,False,False,True,0.0.0.0,N/A,Tanger,0641547753,DEV-499,MID-6896,TERM-40592,0.5238829349051598,0
808,4054326406076301,405432,Maroc,Credit,MasterCard,Fatima Bennani,BMCE Bank,84.96,MAD,2025-01-09,2025-01-09T10:07:09,3000,Souvenirs Medina,Agadir,Maroc,Maroc,609449,25.21,EMV,approved,ECOM,none,invalid,False,True,True,105.244.78.219,Mozilla/5.0 (Linux; U; Android 9; en-us; Nexus 5),Laâyoune,0698446071,DEV-221,MID-5448,TERM-11344,0.6816108586622686,0
809,4500364965931728,450036,Inde,Credit,MasterCard,Zineb Bennani,BMCE Bank,35.42,USD,2025-01-04,2025-01-04T16:05:13,5947,Carrefour Market,Unknown,Cambodia,Cambodia,205738,6.94,MANUAL,approved,ATM,none,invalid,False,False,False,0.0.0.0,N/A,Agadir,0765560761,DEV-397,MID-1815,TERM-49252,0.9579464785759878,0
810,4275821555018559,427582,Maroc,Debit,MasterCard,Zineb Tahiri,Crédit du Maroc,18.84,MAD,2025-01-16,2025-01-16T23:33:03,5541,FastFood Al Baraka,Unknown,Népal,Népal,000000,34.17,MAGSTRIPE,declined,POS,Invalid Card,invalid,True,False,False,0.0.0.0,N/A,Tetouan,0757855259,DEV-539,MID-5178,TERM-56505,0.9240659675641868,0
811,4217349871179850,421734,Maroc,Prepaid,Amex,Fatima Alaoui,Banque Populaire,153.93,MAD,2025-01-01,2025-01-01T11:56:21,5094,Souvenirs Medina,Unknown,Equateur,Thailande,355834,9.31,MANUAL,approved,ATM,none,invalid,True,False,False,0.0.0.0,N/A,Agadir,0647733228,DEV-101,MID-2795,TERM-42737,0.9630966659112586,0
812,4890419383798065,489041,Maroc,Debit,Amex,Sara Alaoui,BMCE Bank,10.0,MAD,2025-01-17,2025-01-17T16:19:36,5812,Restau Chez Hassan,Unknown,Equateur,Equateur,000000,32.94,FALLBACK,declined,POS,limit_exceeded,not_checked,False,False,False,0.0.0.0,N/A,Laâyoune,0613274199,DEV-441,MID-7534,TERM-38278,0.9100627374442606,0
813,4503020376249139,450302,USA,Debit,Discover,Amine Qadiri,Al Barid Bank,16.52,MAD,2025-01-30,2025-01-30T05:42:32,3000,Carrefour Market,Unknown,Chine,Chine,126259,3.27,MANUAL,approved,ECOM,none,valid,False,True,False,111.228.11.146,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Agadir,0656451004,DEV-775,MID-4557,TERM-28878,0.953678317701063,0
814,4797033347020097,479703,Maroc,Prepaid,MasterCard,Fatima Fassi,SGMB,23.65,MAD,2025-01-11,2025-01-11T16:34:13,5722,Electro Planet,Meknès,Maroc,Maroc,161324,35.21,MANUAL,approved,ECOM,none,invalid,True,True,True,152.110.162.253,Mozilla/5.0 (Linux; U; Android 9; en-us; Nexus 5),Agadir,0641522314,DEV-886,MID-4237,TERM-60766,0.8787823413001058,0
815,4519809867648810,451980,Chine,Prepaid,Visa,Amine Melian,Crédit du Maroc,10.97,MAD,2025-01-29,2025-01-29T19:22:52,5411,Bijouterie L'Or,Fès,Maroc,Maroc,000000,12.37,FALLBACK,declined,ATM,limit_exceeded,valid,False,False,False,0.0.0.0,N/A,Laâyoune,0783313118,DEV-138,MID-5482,TERM-13018,0.8840882144628631,0
816,4583887840520950,458388,Maroc,Debit,Amex,Aya Mansouri,Al Barid Bank,73.62,MAD,2025-01-31,2025-01-31T22:26:16,5947,FastFood Al Baraka,Unknown,Pérou,Pérou,000000,46.41,MAGSTRIPE,declined,ATM,expired_card,valid,True,False,False,0.0.0.0,N/A,Oujda,0747640288,DEV-211,MID-8630,TERM-15150,0.9238793605538766,0
817,4535145076388985,453514,Maroc,Credit,Discover,Amine Melian,Al Barid Bank,23.95,MAD,2025-01-27,2025-01-27T23:28:44,6011,Restau Chez Hassan,Unknown,Chine,Chine,000000,42.27,MAGSTRIPE,declined,ATM,limit_exceeded,valid,False,False,False,0.0.0.0,N/A,Marrakech,0727710953,DEV-514,MID-6944,TERM-72377,0.8795254439581908,0
818,4635692996607250,463569,France,Debit,MasterCard,Khadija Tahiri,BMCI,26.32,MAD,2025-01-02,2025-01-02T10:05:24,5094,Bijouterie L'Or,Marrakech,Maroc,Maroc,264808,29.77,EMV,approved,ATM,none,valid,False,False,False,0.0.0.0,N/A,Marrakech,0622813773,DEV-270,MID-6663,TERM-31801,0.8005518437030958,0
819,4781569346911240,478156,France,Prepaid,Discover,Amine Tahiri,Crédit du Maroc,149.54,MAD,2025-01-11,2025-01-11T11:41:43,5541,Acima,Meknès,Maroc,Maroc,000000,20.25,FALLBACK,declined,ECOM,Bad Cvv3-cvc3,not_checked,False,True,False,63.188.223.220,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),Laâyoune,0637908576,DEV-572,MID-3858,TERM-35580,0.9451306694285154,0
820,4557273879671783,455727,USA,Credit,Discover,Zineb El Hariri,Banque Populaire,135.28,MAD,2025-01-22,2025-01-22T08:11:26,4814,Acima,Rabat,Maroc,Maroc,974080,11.51,FALLBACK,approved,ECOM,none,not_checked,False,True,False,29.244.21.253,Mozilla/5.0 (Linux; U; Android 9; en-us; Nexus 5),Meknès,0637741104,DEV-700,MID-7087,TERM-17615,0.8066067731177874,0
821,4114611862926779,411461,Maroc,Debit,Discover,Youssef El Hariri,Banque Populaire,68.72,MAD,2025-01-23,2025-01-23T23:28:06,5094,BIM Store,Unknown,Sri Lanka,Philippines,453392,1.34,MAGSTRIPE,approved,ECOM,none,not_checked,True,True,False,144.38.151.255,Mozilla/5.0 (Linux; Android 11; SM-G998B),Tanger,0615791944,DEV-688,MID-4355,TERM-83025,0.8313484781218566,0
822,4384407833204162,438440,Maroc,Debit,MasterCard,Youssef Melian,Crédit du Maroc,74.9,MAD,2025-01-11,2025-01-11T03:42:33,5812,Electro Planet,Unknown,Thailande,Philippines,000000,31.49,MANUAL,declined,ECOM,limit_exceeded,valid,False,True,False,168.211.77.222,Mozilla/5.0 (Linux; U; Android 9; en-us; Nexus 5),Tanger,0664270070,DEV-994,MID-1257,TERM-97626,0.9834372396055783,1
823,4339269433304808,433926,Chine,Debit,MasterCard,Sara El Hariri,BMCE Bank,84.82,MAD,2025-01-20,2025-01-20T14:43:04,4814,SuperMarket Marjane,Unknown,Népal,Népal,000000,9.86,MANUAL,declined,ATM,limit_exceeded,not_checked,True,False,False,0.0.0.0,N/A,Fès,0736180576,DEV-529,MID-2017,TERM-94865,0.9801859994102813,0
824,4196035029060696,419603,Maroc,Credit,Visa,Youssef El Hariri,Al Barid Bank,28.57,MAD,2025-01-09,2025-01-09T11:01:28,5541,Station Afriquia,Unknown,Côte d'Ivoire,Maroc,000000,39.69,MAGSTRIPE,declined,POS,Bad Cvv3-cvc3,invalid,True,False,True,0.0.0.0,N/A,Meknès,0661394018,DEV-494,MID-8113,TERM-79849,0.8207990050534594,0
825,4310530257096029,431053,Maroc,Prepaid,Amex,Ali Melian,CIH Bank,73.13,MAD,2025-01-24,2025-01-24T22:31:50,3000,Station Afriquia,Unknown,Indonésie,Indonésie,376581,26.53,MAGSTRIPE,approved,POS,none,not_checked,True,False,False,0.0.0.0,N/A,Agadir,0619876690,DEV-962,MID-9391,TERM-93316,0.8433600459442933,0
826,4448038397330169,444803,Espagne,Debit,Amex,Sara El Hariri,SGMB,10.0,EUR,2025-01-23,2025-01-23T03:29:43,5541,Bijouterie L'Or,Unknown,Allemagne,Allemagne,473519,5.47,EMV,approved,ECOM,none,not_checked,False,True,False,131.167.148.156,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),Casablanca,0733101239,DEV-553,MID-5807,TERM-84943,0.8209322927727839,0
827,4498431573666971,449843,Maroc,Credit,Discover,Fatima Bennani,Crédit du Maroc,10.0,MAD,2025-01-24,2025-01-24T02:20:04,5094,SuperMarket Marjane,Unknown,Japon,Japon,000000,5.86,MAGSTRIPE,declined,ECOM,Bad CVV/CVC,not_checked,False,True,False,145.39.28.249,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Laâyoune,0726878691,DEV-234,MID-4837,TERM-82829,0.9232710721311971,0
828,4619531627614188,461953,France,Prepaid,MasterCard,Sara Tahiri,Crédit du Maroc,37.36,EUR,2025-01-05,2025-01-05T18:28:00,5722,Souvenirs Medina,Unknown,République Dominicaine,République Dominicaine,000000,45.89,EMV,declined,ATM,Bad Cvv2/Cvc2,valid,True,False,False,0.0.0.0,N/A,Casablanca,0726999304,DEV-844,MID-7735,TERM-74382,0.917707552045478,0
829,4042878146430971,404287,Chine,Credit,MasterCard,Khadija Bennani,BMCE Bank,37.47,MAD,2025-01-05,2025-01-05T18:13:46,5094,Acima,Unknown,Indonésie,Antigua et Barbade,000000,36.77,MANUAL,declined,ATM,Bad CVV/CVC,not_checked,True,False,False,0.0.0.0,N/A,Rabat,0715316957,DEV-704,MID-5015,TERM-22795,0.981756622012573,0
830,4764682458914179,476468,Maroc,Debit,Amex,Sara Mansouri,Attijariwafa Bank,187.42,MAD,2025-01-29,2025-01-29T06:29:21,5094,Restau Chez Hassan,Unknown,Espagne,Antigua et Barbade,000000,29.94,FALLBACK,declined,POS,Invalid Card,invalid,False,False,False,0.0.0.0,N/A,Marrakech,0641095685,DEV-626,MID-4785,TERM-15183,0.9455083571685098,0
831,4905933266942268,490593,Maroc,Prepaid,Visa,Mohamed El Idrissi,Banque Populaire,31.96,MAD,2025-01-05,2025-01-05T23:01:28,5812,BIM Store,Unknown,Côte d'Ivoire,Côte d'Ivoire,000000,16.41,MAGSTRIPE,declined,POS,Bad CVV/CVC,valid,True,False,False,0.0.0.0,N/A,Casablanca,0730527695,DEV-109,MID-2802,TERM-76607,0.9232456583571319,0
832,4681987266985853,468198,Maroc,Debit,Visa,Amine El Amrani,BMCE Bank,32.28,MAD,2025-01-10,2025-01-10T01:21:13,5094,BIM Store,Oujda,Maroc,Maroc,239337,16.09,MAGSTRIPE,approved,POS,none,valid,True,False,True,0.0.0.0,N/A,Rabat,0716084014,DEV-753,MID-9940,TERM-59340,0.662507404948669,0
833,4319316137392389,431931,Maroc,Prepaid,Visa,Ali Mansouri,SGMB,117.18,MAD,2025-01-26,2025-01-26T20:58:47,6011,Station Afriquia,Unknown,Pérou,Pérou,582816,26.27,MAGSTRIPE,approved,POS,none,valid,True,False,False,0.0.0.0,N/A,Laâyoune,0601956196,DEV-613,MID-2273,TERM-21174,0.7199112148686713,0
834,4749250073991768,474925,Allemagne,Prepaid,MasterCard,Ali Alaoui,Crédit du Maroc,17.66,MAD,2025-01-17,2025-01-17T11:05:07,4814,Electro Planet,Unknown,Japon,Japon,000000,40.59,FALLBACK,declined,POS,Bad Cvv2/Cvc2,not_checked,True,False,False,0.0.0.0,N/A,Fès,0718279499,DEV-578,MID-2878,TERM-30174,0.9306202601165943,0
835,4143885225419910,414388,USA,Debit,Discover,Youssef El Amrani,Banque Populaire,126.01,MAD,2025-01-14,2025-01-14T05:13:48,5094,Electro Planet,Unknown,Pérou,Philippines,567460,28.15,EMV,approved,POS,none,not_checked,False,False,False,0.0.0.0,N/A,Meknès,0740873252,DEV-933,MID-2402,TERM-11102,0.8526253945512426,0
836,4054843771436236,405484,Maroc,Debit,Amex,Mohamed El Idrissi,Al Barid Bank,10.0,MAD,2025-01-10,2025-01-10T23:25:39,5722,SuperMarket Marjane,Tetouan,Maroc,Maroc,000000,10.28,MAGSTRIPE,declined,ATM,Bad Cvv2/Cvc2,not_checked,True,False,True,0.0.0.0,N/A,Rabat,0706889990,DEV-336,MID-8343,TERM-60103,0.8285744914417147,0
837,4237293240259388,423729,Allemagne,Credit,Amex,Fatima El Hariri,SGMB,61.75,EUR,2025-01-17,2025-01-17T17:15:27,5411,Souvenirs Medina,Unknown,Malaisie,Maroc,882594,45.56,EMV,approved,POS,none,not_checked,False,False,False,0.0.0.0,N/A,Fès,0652137712,DEV-965,MID-6646,TERM-43339,0.7188226854018098,0
838,4951477640292441,495147,Espagne,Debit,MasterCard,Amine Melian,Crédit du Maroc,23.81,MAD,2025-01-07,2025-01-07T08:58:42,3000,Souvenirs Medina,Unknown,Philippines,Philippines,505911,21.85,MANUAL,approved,ATM,none,not_checked,True,False,False,0.0.0.0,N/A,Casablanca,0755219561,DEV-110,MID-5000,TERM-25893,0.9579233353876905,0
839,4334203459220109,433420,Maroc,Credit,MasterCard,Youssef Bennani,BMCE Bank,10.0,MAD,2025-01-24,2025-01-24T21:26:42,6011,Restau Chez Hassan,Unknown,Espagne,Espagne,706940,45.07,EMV,approved,ATM,none,invalid,False,False,False,0.0.0.0,N/A,Tanger,0785276865,DEV-271,MID-6210,TERM-41762,0.7205164236447995,0
840,4593049793173085,459304,USA,Debit,Amex,Youssef Tahiri,Crédit du Maroc,10.0,MAD,2025-01-07,2025-01-07T05:15:03,3000,Carrefour Market,Unknown,Espagne,Espagne,739633,0.2,MAGSTRIPE,approved,ECOM,none,not_checked,False,True,False,75.40.133.161,Mozilla/5.0 (Linux; Android 11; SM-G998B),Oujda,0715420288,DEV-183,MID-1031,TERM-34073,0.832268340450487,0
841,4471571432702967,447157,Maroc,Credit,Amex,Youssef Qadiri,Banque Populaire,41.28,MAD,2025-01-24,2025-01-24T11:50:44,3000,Souvenirs Medina,Oujda,Maroc,Maroc,881721,37.07,EMV,approved,ATM,none,not_checked,True,False,True,0.0.0.0,N/A,Meknès,0705136367,DEV-270,MID-8981,TERM-91420,0.6453359581184083,0
842,4963167359283715,496316,Maroc,Credit,Discover,Fatima Melian,SGMB,10.0,EUR,2025-01-02,2025-01-02T12:47:42,5094,FastFood Al Baraka,Unknown,Philippines,Philippines,382346,34.22,FALLBACK,approved,ECOM,none,valid,False,True,False,43.82.73.232,Mozilla/5.0 (Linux; U; Android 9; en-us; Nexus 5),Tanger,0684604296,DEV-254,MID-6176,TERM-18443,0.7960200421996445,0
843,4872374156724850,487237,Maroc,Credit,Visa,Mehdi El Idrissi,Attijariwafa Bank,392.52,MAD,2025-01-28,2025-01-28T14:57:57,3000,FastFood Al Baraka,Unknown,France,France,648174,14.43,EMV,approved,ECOM,none,valid,True,True,False,217.68.206.47,Mozilla/5.0 (Linux; U; Android 9; en-us; Nexus 5),Oujda,0608508925,DEV-588,MID-6071,TERM-74169,0.8947721983437742,0
844,4343242794432761,434324,France,Debit,Visa,Aya Qadiri,Attijariwafa Bank,115.07,MAD,2025-01-20,2025-01-20T01:30:10,5812,Station Afriquia,Unknown,Trinidade et Tobaggo,Trinidade et Tobaggo,690936,11.24,MAGSTRIPE,approved,ATM,none,invalid,False,False,False,0.0.0.0,N/A,Casablanca,0721682610,DEV-584,MID-3480,TERM-73586,0.8608018291525737,0
845,4312256259135611,431225,France,Prepaid,Discover,Fatima Bennani,BMCI,255.55,MAD,2025-01-27,2025-01-27T23:21:56,3000,Carrefour Market,Unknown,Allemagne,Allemagne,781948,34.61,MANUAL,approved,ATM,none,not_checked,False,False,False,0.0.0.0,N/A,Rabat,0738878927,DEV-162,MID-7488,TERM-71207,0.9661263026712148,0
846,4612933197720454,461293,Maroc,Prepaid,Amex,Fatima Melian,Crédit du Maroc,10.25,EUR,2025-01-23,2025-01-23T03:59:43,5812,Acima,Unknown,Allemagne,Allemagne,000000,11.01,MANUAL,declined,ECOM,Bad Cvv3-cvc3,not_checked,False,True,False,205.65.190.12,Mozilla/5.0 (Linux; Android 11; SM-G998B),Meknès,0657472049,DEV-371,MID-2027,TERM-27945,0.9840529786478421,1
847,4166996633065247,416699,Maroc,Credit,Amex,Zineb Melian,CIH Bank,150.73,EUR,2025-01-22,2025-01-22T18:32:11,5541,Souvenirs Medina,Tanger,Maroc,Maroc,000000,32.05,EMV,declined,ECOM,expired_card,invalid,False,True,True,34.202.252.113,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),Casablanca,0629801970,DEV-776,MID-1675,TERM-99591,0.8395330415359058,0
848,4153856671526547,415385,Espagne,Prepaid,MasterCard,Khadija El Idrissi,BMCI,10.0,MAD,2025-01-13,2025-01-13T22:27:56,5947,Carrefour Market,Unknown,République Dominicaine,République Dominicaine,000000,32.91,MANUAL,declined,ATM,Bad CVV/CVC,invalid,False,False,False,0.0.0.0,N/A,Agadir,0657039753,DEV-768,MID-5470,TERM-82292,0.9802733210202519,0
849,4580514082191432,458051,Maroc,Debit,Visa,Aya Mansouri,SGMB,28.4,MAD,2025-01-10,2025-01-10T02:05:56,6011,Acima,Unknown,Espagne,Espagne,000000,35.35,FALLBACK,declined,ECOM,Bad Cvv2/Cvc2,not_checked,False,True,False,142.57.69.15,Mozilla/5.0 (Linux; U; Android 9; en-us; Nexus 5),Tetouan,0789656313,DEV-554,MID-2170,TERM-41766,0.8823040273467075,0
850,4148535611013519,414853,Maroc,Credit,Amex,Omar El Idrissi,Al Barid Bank,18.89,MAD,2025-01-25,2025-01-25T00:02:53,5947,Restau Chez Hassan,Unknown,Inde,Trinidade et Tobaggo,000000,11.59,EMV,declined,POS,Bad CVV/CVC,invalid,True,False,False,0.0.0.0,N/A,Marrakech,0725046919,DEV-462,MID-4097,TERM-96062,0.9228891147796676,0
851,4790819610398002,479081,Maroc,Debit,Visa,Ali Fassi,CIH Bank,47.31,USD,2025-01-04,2025-01-04T14:51:49,5812,Restau Chez Hassan,Unknown,Allemagne,Pérou,192215,25.7,FALLBACK,approved,ATM,none,valid,True,False,False,0.0.0.0,N/A,Fès,0731170964,DEV-899,MID-7119,TERM-80258,0.8211383023879051,0
852,4237356701413257,423735,Maroc,Credit,Discover,Omar El Hariri,Crédit du Maroc,26.1,MAD,2025-01-08,2025-01-08T11:32:01,5411,Acima,Unknown,Allemagne,Allemagne,000000,34.02,EMV,declined,ECOM,expired_card,invalid,False,True,False,127.71.158.108,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Agadir,0774482246,DEV-184,MID-4131,TERM-52989,0.8614172591450028,0
853,4383828619912189,438382,Maroc,Debit,Discover,Sara Bennani,BMCI,13.33,EUR,2025-01-18,2025-01-18T21:15:19,5722,Souvenirs Medina,Unknown,Indonésie,Indonésie,000000,45.06,EMV,declined,POS,Invalid Card,invalid,False,False,False,0.0.0.0,N/A,Tanger,0614359199,DEV-723,MID-8973,TERM-54004,0.9252594938832597,0
854,4159986425277071,415998,USA,Prepaid,Amex,Youssef Melian,Crédit du Maroc,69.15,MAD,2025-01-05,2025-01-05T04:09:26,6011,Restau Chez Hassan,Unknown,Allemagne,Allemagne,000000,49.65,EMV,declined,POS,Bad CVV/CVC,invalid,False,False,False,0.0.0.0,N/A,Tetouan,0738908330,DEV-922,MID-5929,TERM-71414,0.8849146037083871,0
855,4422769908529337,442276,Chine,Debit,Discover,Mohamed Bennani,Banque Populaire,47.87,MAD,2025-01-29,2025-01-29T01:43:06,5411,Acima,Marrakech,Maroc,Maroc,000000,10.06,MANUAL,declined,ATM,expired_card,not_checked,False,False,False,0.0.0.0,N/A,Tanger,0644978634,DEV-228,MID-7673,TERM-92165,0.9730719490687167,0
856,4426397243413125,442639,Maroc,Prepaid,Visa,Khadija El Hariri,BMCE Bank,10.0,MAD,2025-01-27,2025-01-27T00:24:01,5411,BIM Store,Unknown,USA,USA,000000,6.64,MANUAL,declined,ECOM,Bad Cvv3-cvc3,valid,False,True,False,73.21.115.20,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Agadir,0791063347,DEV-307,MID-1164,TERM-44230,0.9686625286918251,0
857,4456737699469489,445673,Inde,Debit,Visa,Mehdi Melian,Attijariwafa Bank,89.34,MAD,2025-01-25,2025-01-25T10:31:22,5094,FastFood Al Baraka,Unknown,USA,USA,000000,29.69,EMV,declined,ATM,limit_exceeded,valid,True,False,False,0.0.0.0,N/A,Meknès,0777386541,DEV-607,MID-7874,TERM-94355,0.9400729250575677,0
858,4489984488689783,448998,Maroc,Prepaid,Visa,Mohamed Melian,BMCI,11.12,MAD,2025-01-10,2025-01-10T02:18:03,5812,Bijouterie L'Or,Unknown,Antigua et Barbade,République Dominicaine,491231,15.13,FALLBACK,approved,POS,none,invalid,False,False,False,0.0.0.0,N/A,Rabat,0748785002,DEV-838,MID-7370,TERM-82979,0.8076138425619657,0
859,4094121714832592,409412,Maroc,Prepaid,Amex,Mehdi El Idrissi,BMCE Bank,10.0,MAD,2025-01-09,2025-01-09T19:27:05,5722,Restau Chez Hassan,Unknown,République Dominicaine,République Dominicaine,398219,28.76,MANUAL,approved,ATM,none,valid,True,False,False,0.0.0.0,N/A,Casablanca,0719839516,DEV-486,MID-9990,TERM-36900,0.9438861393253944,0
860,4913316527477860,491331,Maroc,Prepaid,Discover,Amine Alaoui,SGMB,51.47,MAD,2025-01-09,2025-01-09T03:19:23,5411,Souvenirs Medina,Unknown,USA,USA,000000,2.69,EMV,declined,ATM,limit_exceeded,valid,False,False,False,0.0.0.0,N/A,Rabat,0694370755,DEV-659,MID-6935,TERM-55999,0.884072180875649,0
861,4042789324032820,404278,Maroc,Credit,Discover,Aya Tahiri,BMCE Bank,111.18,MAD,2025-01-11,2025-01-11T08:21:40,5411,Bijouterie L'Or,Agadir,Maroc,USA,893055,22.03,FALLBACK,approved,ATM,none,valid,True,False,False,0.0.0.0,N/A,Fès,0700548794,DEV-508,MID-1469,TERM-32424,0.7435874019902301,0
862,4354638399279685,435463,Maroc,Credit,Discover,Zineb Mansouri,Crédit du Maroc,74.16,MAD,2025-01-02,2025-01-02T12:28:48,5411,FastFood Al Baraka,Tetouan,Maroc,Maroc,482065,15.06,MAGSTRIPE,approved,POS,none,not_checked,False,False,True,0.0.0.0,N/A,Tanger,0697052511,DEV-419,MID-9714,TERM-44600,0.5136367395857709,0
863,4640625423491156,464062,Maroc,Credit,Amex,Omar Bennani,BMCI,23.45,USD,2025-01-31,2025-01-31T15:49:29,5722,Electro Planet,Marrakech,Maroc,Maroc,000000,2.45,EMV,declined,ECOM,Bad CVV/CVC,not_checked,False,True,True,221.132.220.157,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Agadir,0783229068,DEV-712,MID-5627,TERM-31800,0.8169584224437277,0
864,4234619005244954,423461,Inde,Credit,Amex,Youssef Bennani,Attijariwafa Bank,12.31,MAD,2025-01-21,2025-01-21T09:36:06,5094,FastFood Al Baraka,Unknown,Colombie,Colombie,000000,3.21,FALLBACK,declined,POS,expired_card,not_checked,False,False,False,0.0.0.0,N/A,Meknès,0690378137,DEV-655,MID-3235,TERM-72244,0.9242243368801945,0
865,4756646800428656,475664,Maroc,Prepaid,Discover,Aya Melian,BMCI,85.81,MAD,2025-01-27,2025-01-27T19:32:05,5411,Station Afriquia,Oujda,Maroc,Maroc,000000,40.49,MANUAL,declined,POS,expired_card,valid,False,False,True,0.0.0.0,N/A,Oujda,0727259129,DEV-159,MID-6951,TERM-69024,0.9142058252357946,0
866,4486443223389433,448644,Maroc,Credit,Amex,Khadija El Hariri,Al Barid Bank,50.83,MAD,2025-01-29,2025-01-29T02:41:01,5411,Electro Planet,Unknown,Inde,Inde,516076,25.9,MANUAL,approved,ATM,none,invalid,False,False,False,0.0.0.0,N/A,Tetouan,0718783369,DEV-229,MID-8215,TERM-98385,0.9183951397197705,0
867,4056564138980361,405656,Maroc,Credit,Visa,Zineb Melian,Attijariwafa Bank,10.0,MAD,2025-01-18,2025-01-18T13:36:54,5947,Restau Chez Hassan,Unknown,France,France,000000,36.17,MAGSTRIPE,declined,ECOM,Invalid Card,valid,False,True,False,149.127.248.233,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),Laâyoune,0741197338,DEV-224,MID-2717,TERM-33014,0.9259894699457071,0
868,4914850994463581,491485,Maroc,Debit,MasterCard,Youssef Tahiri,CIH Bank,10.0,MAD,2025-01-01,2025-01-01T17:26:33,5812,FastFood Al Baraka,Unknown,Thailande,Thailande,125970,41.77,FALLBACK,approved,POS,none,invalid,False,False,False,0.0.0.0,N/A,Marrakech,0639025804,DEV-306,MID-3302,TERM-59458,0.8231730642240692,0
869,4621346290441767,462134,Allemagne,Debit,Amex,Fatima Qadiri,CIH Bank,61.52,MAD,2025-01-16,2025-01-16T19:28:30,5812,Souvenirs Medina,Unknown,Cambodia,Cambodia,152036,3.11,MAGSTRIPE,approved,ATM,none,invalid,True,False,False,0.0.0.0,N/A,Rabat,0706725802,DEV-794,MID-8749,TERM-87239,0.8458778472487921,0
